,age,age_o,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_parter,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
2381,12,17,59,79,11,13,19,19,19,17,17,21,17,21,14,8,79,99,99,89,79,79,89,79,69,79,59,89,29,99,79,59,69,69,39,69,29,9,89,59,39,59,69,9,67,59,69,1
4491,17,42,9,79,14,14,29,14,14,9,16,17,27,26,4,4,59,89,89,99,69,59,79,79,39,49,39,19,59,19,59,69,69,69,9,9,99,29,69,49,59,79,9,9,87,69,39,1
965,7,7,79,99,19,14,19,14,11,17,19,9,19,19,19,9,79,69,79,79,79,99,99,99,99,99,99,59,79,59,89,79,59,29,49,79,79,49,59,49,59,49,89,29,73,59,99,1
5469,22,37,29,29,19,9,19,14,14,19,9,19,19,19,9,19,79,89,89,89,69,89,89,89,89,89,89,49,79,49,89,89,89,69,9,39,89,39,89,89,79,79,39,89,79,49,89,1
5972,17,19,9,49,18,18,18,18,4,18,29,29,39,0,0,0,69,89,39,99,49,69,79,79,69,59,49,19,39,39,79,79,79,69,49,19,59,49,69,79,89,89,69,69,82,49,79,0
661,17,17,19,69,14,9,29,9,4,29,19,19,19,19,9,9,79,89,79,79,69,59,99,99,79,79,79,49,49,49,79,89,99,89,9,69,79,59,79,79,79,89,59,69,82,69,89,1
1332,27,9,9,19,9,19,34,9,4,19,9,19,19,19,19,9,89,99,89,89,89,69,79,79,79,79,69,69,19,79,99,89,89,89,19,89,99,39,99,99,79,99,59,89,52,49,69,0
689,34,7,9,9,18,23,20,22,4,7,29,29,29,4,0,4,69,89,69,79,49,39,79,79,49,69,59,69,9,89,89,89,89,29,9,89,89,9,89,99,89,89,49,49,85,69,69,0
2174,17,59,79,79,23,23,23,23,2,2,15,17,17,17,17,15,69,79,89,89,79,79,79,79,89,89,79,79,79,79,79,69,69,69,79,69,69,69,69,69,69,69,69,59,8,19,79,1
1289,29,19,29,49,9,19,19,21,5,21,19,24,14,14,14,9,69,89,89,79,89,49,49,59,59,59,19,19,29,39,89,79,59,79,39,69,79,39,59,69,49,79,49,29,85,39,29,0
4047,29,29,9,9,21,11,29,24,9,0,59,9,9,9,4,4,49,99,59,59,99,99,99,89,99,89,89,69,19,79,49,99,99,69,29,69,89,49,79,99,49,89,69,9,84,69,99,1
4061,27,39,9,9,1,59,14,7,4,9,39,9,14,9,9,14,79,69,79,79,89,59,69,59,59,59,59,89,39,89,89,79,79,49,59,79,49,49,59,59,29,49,79,49,41,49,59,0
5453,27,22,69,9,29,14,14,29,0,9,34,29,24,4,0,4,69,79,69,99,79,69,59,69,69,59,49,89,59,79,69,79,69,79,69,89,79,69,79,89,79,99,49,29,49,69,69,1
4505,24,37,69,39,24,19,9,19,19,4,49,9,9,9,9,9,79,59,89,89,89,49,59,59,59,49,19,69,79,69,69,59,59,29,9,59,69,19,19,19,49,89,39,9,61,69,19,0
5183,14,17,39,39,19,9,29,19,9,9,16,15,16,16,16,15,69,69,69,69,69,79,59,69,69,59,59,69,69,69,69,49,49,59,69,49,49,69,49,79,49,69,79,49,59,59,79,1
928,24,17,39,59,19,19,19,19,9,9,19,19,14,14,4,24,69,89,79,79,69,59,79,89,79,59,69,39,29,79,69,69,89,79,19,29,69,49,69,89,69,79,29,59,87,59,49,0
3743,39,44,29,79,19,15,15,15,15,15,19,19,19,19,9,9,89,89,79,89,79,49,59,99,39,99,49,49,29,89,99,69,79,49,9,49,89,49,89,99,89,89,49,89,81,19,49,0
3809,22,34,9,29,19,9,29,19,9,9,9,19,19,14,19,14,49,79,69,79,79,39,79,79,49,79,39,99,79,99,89,79,89,99,9,49,99,69,99,99,79,99,89,29,73,29,59,0
852,34,17,19,59,14,2,49,19,1,9,29,9,29,19,9,0,79,49,69,99,89,69,69,79,79,99,69,89,89,89,89,39,39,69,19,49,49,39,39,89,29,49,49,19,39,59,79,1
4247,27,17,59,59,16,17,27,26,4,4,19,19,19,9,9,19,89,99,89,89,79,69,69,69,89,69,79,79,49,99,99,99,99,79,39,49,49,79,89,89,99,99,69,69,64,89,79,1
5624,17,27,9,29,29,9,24,19,7,6,9,24,24,19,9,9,79,99,99,79,89,49,29,89,99,89,69,99,59,69,89,89,79,89,9,69,79,9,99,99,99,99,49,89,78,39,69,1
5269,22,22,19,19,29,24,9,19,0,14,29,14,14,29,0,9,69,69,79,59,39,59,69,79,89,69,79,39,19,89,59,29,29,29,19,69,19,59,19,19,39,69,79,39,56,29,69,0
706,9,19,9,9,17,17,17,18,12,13,14,19,19,19,4,19,69,89,89,89,39,59,79,59,69,69,59,19,19,9,39,69,69,19,9,59,39,69,49,99,99,99,19,19,64,59,59,0
4363,29,12,9,9,19,19,19,19,19,0,20,14,24,17,5,17,69,69,89,79,79,79,79,79,79,79,79,79,19,9,89,59,59,59,39,69,59,39,59,59,59,59,69,19,74,89,79,1
5962,19,12,69,39,29,0,29,14,14,9,29,9,19,9,9,19,79,89,79,89,89,79,79,69,79,69,79,49,39,79,79,89,89,59,9,29,89,69,89,89,89,99,69,59,80,69,89,1
1863,27,22,9,9,13,19,19,13,17,13,19,10,19,19,19,10,99,99,99,99,99,69,69,79,49,69,39,79,19,79,79,49,49,49,19,79,89,59,59,89,39,89,69,9,73,79,69,1
6294,19,24,49,19,19,19,19,19,0,19,10,10,31,21,10,15,29,59,89,69,99,99,49,79,99,49,49,19,9,29,99,99,69,59,49,99,79,39,99,79,59,79,39,99,68,59,69,1
4442,22,32,39,59,11,24,24,7,14,14,13,17,16,15,14,19,59,79,89,79,99,79,69,69,79,69,79,59,59,39,79,89,89,69,59,79,89,39,59,69,99,99,79,59,50,49,79,1
3784,27,29,59,89,49,0,19,19,0,9,9,46,15,11,2,11,69,89,79,89,49,79,49,79,89,69,29,79,19,69,99,69,69,79,19,69,79,69,79,89,69,69,89,79,73,39,69,0
4009,44,24,49,49,16,16,16,16,15,15,14,14,14,19,19,14,79,89,59,89,79,79,99,89,99,89,69,19,19,29,79,79,79,19,19,59,89,59,99,79,99,99,99,79,45,79,79,1
2626,19,22,69,69,15,19,19,19,13,13,19,15,17,15,15,13,69,99,79,99,99,59,39,79,79,49,59,69,69,69,99,89,69,19,59,49,99,79,79,89,49,69,49,9,43,49,59,1
1326,17,9,59,79,39,7,9,11,9,19,14,2,49,19,1,9,59,69,69,89,79,39,69,79,49,69,39,39,19,49,69,69,49,69,29,49,69,69,99,79,79,69,59,19,40,49,39,0
5763,24,19,9,9,19,19,9,19,9,19,39,19,19,19,0,0,79,99,99,99,99,89,99,99,89,89,89,99,9,99,99,99,99,49,9,9,99,49,99,99,99,99,99,49,80,49,89,0
1058,17,24,79,39,49,0,24,9,0,14,34,9,34,9,9,0,79,89,79,89,79,89,89,89,89,89,89,29,79,69,79,49,49,79,39,49,69,79,69,69,69,49,79,69,42,39,89,0
3798,9,29,59,19,49,0,19,19,0,9,15,19,18,15,17,10,59,89,79,79,79,69,79,79,79,79,59,59,59,89,79,49,49,69,39,49,59,89,89,89,49,49,89,49,44,69,79,1
53,19,17,9,9,49,0,29,9,0,9,19,9,19,29,9,9,69,59,99,69,69,79,89,89,69,59,49,39,29,9,79,59,69,19,19,99,79,79,99,99,89,89,79,29,71,59,59,1
5379,19,12,49,9,27,7,16,21,16,7,49,9,9,29,0,0,79,69,89,79,69,59,49,49,89,69,59,79,79,89,19,59,79,59,19,49,19,69,9,99,29,49,49,59,55,29,39,0
534,22,24,59,29,49,9,29,9,0,0,9,24,24,9,9,19,79,79,59,89,89,69,69,79,59,39,39,79,79,79,79,79,79,89,49,29,79,69,79,79,89,89,79,49,40,29,69,1
6355,17,12,49,9,19,19,19,19,4,14,14,29,19,19,9,4,99,99,59,99,99,99,79,99,49,99,9,99,99,59,59,99,99,99,59,59,59,99,99,99,79,99,9,59,47,69,29,0
3157,24,9,19,19,34,39,4,4,6,7,24,19,19,24,0,9,79,79,69,69,39,19,19,69,0,39,0,49,39,49,39,69,79,79,9,59,49,9,39,99,59,69,19,59,50,39,9,0
3704,14,34,9,9,19,19,19,19,9,9,9,39,9,19,9,9,59,89,89,79,89,69,79,79,69,69,69,69,9,69,79,89,79,89,39,89,89,59,69,89,69,89,49,39,87,49,69,0
5693,19,34,39,39,19,19,19,14,9,14,19,19,9,19,9,19,69,79,89,79,69,79,89,79,59,69,69,89,69,89,69,69,89,89,29,29,79,39,69,89,79,89,39,59,68,39,59,0
6019,24,29,19,19,29,2,29,29,2,3,9,19,29,9,9,19,49,59,39,79,89,59,39,59,59,69,49,59,29,59,69,69,69,29,29,39,59,39,39,79,49,69,69,69,82,59,49,1
3131,19,24,9,29,22,17,20,17,9,9,14,14,24,19,4,19,79,69,79,89,49,29,69,59,39,59,39,69,9,69,49,69,79,59,9,49,89,69,39,79,19,59,19,9,52,29,29,0
3218,12,27,19,39,29,24,17,17,3,4,15,15,18,16,13,17,49,39,69,79,59,49,59,59,39,49,59,79,39,59,89,79,69,79,39,59,89,19,69,49,59,69,59,39,66,49,59,1
6681,24,12,19,29,18,22,22,27,4,4,19,19,19,19,0,19,69,99,79,89,89,69,69,79,79,69,59,79,49,59,89,69,69,39,79,79,69,69,79,79,99,99,79,19,73,49,59,1
4088,24,12,9,9,39,9,14,19,9,4,16,16,16,16,15,15,59,59,59,59,59,59,59,69,69,59,49,89,89,79,79,79,69,49,39,59,69,49,69,79,69,59,39,39,57,49,49,0
6083,12,12,79,89,24,14,19,19,9,9,19,19,19,14,4,19,79,99,79,89,69,79,69,79,79,59,39,49,29,69,69,79,99,19,19,9,79,59,99,79,89,99,59,69,73,69,69,0
1467,2,2,39,9,49,14,9,9,9,4,24,9,19,19,9,14,39,59,39,59,59,59,59,59,59,59,59,49,9,49,49,49,49,29,59,39,79,69,59,79,69,59,49,29,73,49,59,0
1619,22,29,19,29,16,12,20,18,12,18,13,19,19,13,17,13,69,89,79,99,79,79,79,69,79,79,89,39,9,39,79,89,79,49,49,69,99,49,89,99,89,89,69,9,80,49,89,1
987,9,7,9,9,14,14,24,24,14,4,39,14,9,19,4,9,69,99,79,79,79,99,99,99,99,99,99,69,89,69,89,69,59,49,59,59,59,79,69,79,79,79,49,39,53,59,99,0
206,14,19,39,79,19,34,19,9,9,4,34,9,19,19,9,4,79,79,89,79,89,89,59,69,69,59,49,29,29,69,99,69,69,69,19,59,59,79,79,79,59,69,99,59,32,49,69,0
2547,24,22,59,59,15,19,19,19,13,13,17,17,19,19,10,15,69,79,69,89,59,59,79,59,69,59,49,79,69,59,59,79,69,59,69,79,89,59,49,99,59,69,49,19,61,69,49,1
3674,24,27,99,99,29,14,14,19,9,9,14,19,34,14,4,9,79,89,59,99,89,79,69,79,89,89,69,39,49,19,79,79,69,59,49,89,89,89,79,69,79,99,89,69,58,29,79,1
1515,37,27,59,19,15,17,17,17,13,15,8,20,20,14,16,18,69,99,69,79,69,49,49,69,79,69,39,39,49,59,79,89,89,59,39,79,89,49,69,69,69,69,59,39,50,59,49,0
5984,22,19,9,9,18,18,18,18,4,18,19,13,17,15,15,15,89,99,79,99,99,49,79,89,59,79,59,99,59,99,49,99,99,89,69,9,99,99,99,99,99,99,99,99,53,59,69,0
6438,27,12,9,9,19,19,19,19,4,14,29,19,19,19,9,0,69,79,79,79,79,79,29,59,69,59,29,69,29,49,79,69,69,29,19,69,79,59,39,89,69,89,69,9,82,79,39,0
5533,14,12,9,9,24,19,14,19,4,14,9,19,19,14,19,14,69,89,69,79,79,49,69,54,39,39,29,39,19,89,79,49,59,39,29,19,79,49,49,69,59,79,39,19,84,49,39,0
4580,22,12,29,19,19,19,19,19,19,0,29,19,14,14,7,11,79,89,89,79,89,39,69,69,69,49,29,89,79,49,79,39,39,19,19,69,49,59,49,59,29,59,69,29,43,49,49,0
2828,24,19,79,89,19,19,24,19,4,9,19,19,19,9,9,19,69,99,69,99,99,79,49,69,49,29,9,49,19,99,79,59,39,89,9,29,99,89,79,89,29,39,29,9,59,49,39,0
1437,22,24,69,9,9,9,19,19,19,19,19,19,19,19,9,9,49,79,49,79,49,39,39,69,59,79,29,89,89,69,89,99,89,89,9,49,89,49,79,89,79,49,29,49,73,89,39,0
5513,22,27,19,19,49,4,24,19,0,0,39,19,19,9,9,0,59,79,89,79,69,59,59,59,49,69,59,89,79,89,89,69,69,89,79,59,19,19,69,59,59,59,39,39,44,69,49,0
3362,19,17,69,29,24,19,24,24,4,0,23,15,27,13,7,9,69,59,69,99,79,69,59,49,59,79,59,59,19,79,89,79,89,19,29,59,89,9,39,69,59,69,19,19,71,39,59,0
2165,29,19,19,9,19,15,17,15,15,13,17,17,19,12,19,12,89,69,69,89,89,39,99,99,59,79,39,79,29,99,99,99,99,9,9,69,99,39,69,79,29,49,69,9,82,39,69,0
5390,29,27,9,9,19,9,49,4,9,4,39,11,17,11,5,11,89,79,69,99,69,89,49,59,69,69,39,89,59,79,79,49,29,89,49,89,99,49,39,99,79,89,49,9,73,49,59,1
2345,22,32,29,59,17,17,17,17,13,15,14,18,18,16,18,14,69,89,69,79,89,59,59,69,59,59,59,79,49,79,79,79,79,79,59,89,79,79,79,79,59,69,79,29,68,49,59,0
6399,14,12,9,9,19,9,9,29,14,14,29,29,29,4,1,2,69,89,79,89,49,79,89,79,79,89,69,69,89,29,89,89,79,59,69,69,69,29,59,69,79,69,39,9,63,89,79,1
5750,29,22,19,59,14,14,19,19,14,14,19,9,21,19,14,12,69,99,89,79,79,59,69,69,49,59,49,89,69,49,89,59,49,79,19,49,89,59,69,69,19,39,39,29,72,39,59,0
723,12,29,79,69,19,24,24,14,4,9,14,14,19,14,19,14,89,89,89,89,89,39,99,99,59,99,89,79,69,99,69,69,69,79,59,59,99,79,89,99,79,99,89,29,76,49,69,0
6547,12,24,69,9,9,19,29,9,9,19,24,14,19,19,9,9,79,89,79,79,89,19,39,59,39,89,39,39,69,59,99,89,79,9,79,79,89,79,79,89,89,79,89,59,71,79,59,0
3552,24,19,9,19,19,19,19,9,19,9,19,29,9,19,0,19,39,89,99,79,79,69,89,79,79,49,69,99,59,9,69,29,59,99,49,29,99,59,49,69,59,79,19,9,59,69,79,1
6219,22,14,29,19,29,29,29,4,1,2,9,24,19,19,4,19,59,89,79,89,59,69,59,69,49,69,59,79,9,49,89,39,29,59,69,79,99,49,19,69,79,89,29,9,56,89,59,1
6287,19,14,49,19,19,14,19,19,14,9,10,10,31,21,10,15,29,59,89,69,99,29,69,79,49,89,49,19,9,29,99,99,69,59,49,99,79,39,99,79,59,79,39,99,73,59,69,0
3198,14,14,39,49,29,9,19,19,9,9,19,9,29,14,14,9,79,79,59,79,69,79,79,69,69,59,69,39,9,79,79,79,99,69,29,9,99,29,59,59,59,89,39,19,76,59,79,1
6478,34,29,9,9,16,22,22,22,5,11,49,0,9,29,0,9,69,79,89,79,79,29,39,49,39,49,59,79,19,79,79,79,79,79,79,59,79,49,39,59,29,59,59,59,63,59,49,0
5337,7,9,79,19,9,24,14,19,14,14,34,4,29,19,4,4,79,79,89,89,89,49,79,69,69,79,49,99,99,99,99,69,69,69,29,9,29,49,49,99,79,99,79,49,79,69,79,0
1263,9,14,19,19,9,19,34,19,0,14,14,19,19,19,14,9,59,79,79,79,79,89,69,69,89,59,49,69,9,99,89,89,89,79,29,59,59,59,79,79,99,99,69,89,70,59,79,1
2399,19,32,29,9,14,16,20,18,16,12,14,19,21,19,14,10,69,79,89,89,89,59,79,69,69,79,59,79,59,89,89,59,39,19,69,59,89,49,19,89,19,69,89,19,50,69,59,0
6117,22,12,89,29,14,24,19,9,9,19,57,4,7,9,6,11,79,89,89,79,79,49,69,59,69,59,59,29,29,59,99,89,89,49,49,79,89,59,89,39,89,89,89,29,62,19,39,0
450,24,17,19,19,19,19,14,14,14,14,39,14,19,9,4,9,79,89,79,79,79,89,79,79,79,79,69,79,39,29,99,89,79,79,39,39,89,49,69,89,89,89,69,29,55,59,79,1
2400,19,12,29,9,17,13,17,19,19,13,14,19,21,19,14,10,69,79,89,89,89,79,69,39,89,39,49,79,59,89,89,59,39,19,69,59,89,49,19,89,19,69,89,19,67,69,79,1
2063,17,14,19,19,19,22,17,22,9,7,20,16,23,16,11,11,69,89,49,99,69,59,79,69,69,59,59,79,99,69,89,89,79,9,9,39,99,99,99,99,89,89,89,49,30,39,69,0
6369,17,14,49,9,49,19,9,4,9,4,14,29,19,19,9,4,99,99,59,99,99,49,49,49,49,49,9,99,99,59,59,99,99,99,59,59,59,99,99,99,79,99,9,59,59,69,9,0
4308,22,19,99,99,24,19,9,19,14,9,14,19,19,19,19,4,59,99,69,69,59,49,69,69,0,39,0,19,59,99,99,99,99,79,9,69,99,59,99,79,69,69,79,9,27,9,39,0
156,17,17,99,19,19,19,19,19,4,14,19,19,14,14,14,14,69,89,69,79,59,79,79,89,79,89,79,69,39,69,69,59,29,49,59,79,89,89,69,99,59,79,79,39,52,49,89,0
1839,24,37,19,9,8,20,20,14,16,18,16,20,18,18,13,11,69,79,59,89,79,49,69,69,49,69,29,19,9,79,79,79,79,49,29,9,89,79,69,79,59,79,39,49,77,59,39,0
1258,9,19,19,19,39,4,19,9,9,14,14,19,19,19,14,9,59,79,79,79,79,89,69,69,99,79,69,69,9,99,89,89,89,79,29,59,59,59,79,79,99,99,69,89,57,59,79,1
4525,22,17,29,9,14,9,24,24,9,14,39,0,9,49,0,0,99,79,99,99,99,39,89,89,19,89,19,99,69,69,29,29,29,29,29,29,39,49,29,59,99,99,9,69,33,59,29,0
1169,22,12,49,79,19,24,19,14,9,9,9,9,29,24,9,14,69,79,69,89,49,39,39,59,69,49,39,59,39,59,99,89,79,69,59,69,49,59,99,69,79,69,39,89,53,69,39,1
5053,22,29,79,79,9,19,19,9,9,29,19,19,19,19,9,9,69,99,59,99,99,19,9,29,49,99,9,99,79,49,79,9,9,79,99,9,79,19,19,39,39,49,9,9,48,49,9,0
4230,42,24,9,29,49,9,9,9,9,9,14,14,29,14,14,9,79,99,69,79,89,89,79,79,69,69,89,49,19,49,99,99,99,69,19,29,99,29,99,99,99,99,49,49,57,79,69,1
1556,19,27,29,29,15,17,17,17,13,15,17,17,19,17,15,9,79,69,79,89,69,79,59,69,79,89,69,79,69,79,89,89,89,49,19,79,99,79,89,79,59,59,69,99,62,49,79,1
5815,27,17,9,9,19,9,19,19,9,19,14,19,19,19,4,19,49,99,69,99,79,49,49,79,49,49,49,29,29,29,89,49,9,9,9,79,79,79,79,79,79,79,79,29,65,49,49,0
739,22,9,29,19,39,7,9,11,9,19,24,14,19,19,19,0,79,89,79,89,99,49,89,79,59,59,59,19,19,19,99,79,79,69,79,89,79,9,89,79,79,89,39,19,65,49,49,0
2976,14,39,59,49,29,9,29,9,4,14,14,24,19,19,9,9,59,89,59,79,59,69,59,59,59,49,69,49,29,59,69,59,49,59,49,49,49,79,59,79,79,79,89,29,60,59,69,0
4636,27,19,29,19,14,14,14,19,19,14,24,14,19,19,9,9,59,69,69,89,69,69,79,59,69,69,59,89,49,99,49,39,39,19,9,79,69,29,29,79,49,79,49,19,72,59,69,0
4710,24,12,79,9,24,13,24,24,2,7,24,24,24,9,9,4,69,69,69,69,99,79,79,79,59,79,39,59,49,99,99,89,89,59,79,29,79,99,79,99,89,89,89,9,42,59,59,1
6652,29,9,9,9,19,19,9,14,4,29,24,19,19,19,0,14,69,89,79,79,79,29,79,79,49,59,39,89,59,89,69,79,79,19,19,79,89,39,89,79,89,89,59,49,54,59,59,0
6183,19,14,29,9,29,29,29,4,1,2,9,29,19,14,14,9,69,89,89,79,79,69,69,79,79,79,69,69,69,79,79,79,79,99,69,49,79,59,69,79,79,79,59,59,62,59,79,1
2893,24,22,9,9,19,19,14,14,11,17,0,24,24,24,24,0,89,89,89,89,99,9,69,89,19,89,19,39,29,29,79,69,59,69,39,89,89,19,89,89,89,89,89,19,42,99,19,1
5019,14,24,9,9,34,0,34,9,9,9,19,9,19,19,9,19,79,69,99,79,89,59,69,79,79,69,69,69,69,89,79,89,79,29,49,9,59,19,39,79,59,99,19,9,54,59,79,0
229,29,19,39,79,19,34,19,9,9,4,29,19,29,9,0,9,59,79,59,79,79,79,69,89,49,59,39,39,59,99,69,79,59,59,79,59,99,99,79,79,59,59,69,89,25,39,59,0
5424,12,22,69,9,29,14,14,29,0,9,54,1,0,39,0,0,69,99,99,99,79,89,89,69,79,69,59,79,19,59,79,69,49,49,29,9,89,69,59,89,19,59,39,9,43,49,79,1
1436,22,22,69,9,9,19,19,9,19,19,19,19,19,19,9,9,49,79,49,79,49,49,49,59,29,49,49,89,89,69,89,99,89,89,9,49,89,49,79,89,79,49,29,49,53,89,39,0
5306,12,22,19,59,29,24,9,19,0,14,14,14,17,17,13,19,69,89,89,89,79,69,79,99,79,99,69,59,69,69,79,89,89,79,49,59,89,69,99,99,99,99,49,59,67,49,69,0
5474,22,12,29,29,19,19,19,19,19,0,9,19,19,19,9,19,79,89,89,89,69,69,89,69,69,49,49,49,79,49,89,89,89,69,9,39,89,39,89,89,79,79,39,89,78,49,49,0
1033,9,4,9,9,9,9,34,34,7,1,24,24,24,14,4,4,79,79,89,89,79,79,49,69,79,49,59,99,79,79,79,49,29,49,49,59,9,69,9,49,79,69,49,99,31,9,69,1
740,22,34,29,19,29,9,29,19,9,0,24,14,19,19,19,0,79,89,79,89,99,59,99,89,59,69,49,19,19,19,99,79,79,69,79,89,79,9,89,79,79,89,39,19,32,49,49,0
4607,17,27,99,69,19,19,19,9,9,19,29,9,14,19,14,9,59,99,79,89,99,49,89,79,59,49,49,39,9,39,99,49,59,69,69,29,29,89,69,89,49,59,89,49,67,49,49,0
4312,19,12,9,9,24,19,19,19,4,9,19,9,24,24,9,9,79,69,79,79,69,59,69,69,69,69,59,59,19,69,99,39,49,19,39,89,89,59,49,79,39,49,69,29,79,49,59,0
3854,27,9,9,9,9,29,19,9,14,14,49,19,9,9,4,4,89,89,99,89,29,49,59,59,69,49,59,99,79,89,99,69,59,79,89,9,69,39,59,79,99,99,89,79,49,79,69,0
4568,29,37,59,59,24,19,9,19,19,4,49,9,9,9,4,14,59,69,59,69,69,79,69,59,59,59,59,99,99,79,69,79,79,49,49,59,49,59,89,99,89,79,39,39,55,69,69,1
2276,12,12,89,49,25,17,15,20,10,10,17,13,17,19,19,13,79,79,99,79,89,99,89,89,99,99,99,99,79,79,69,49,49,19,29,39,29,69,69,59,49,69,89,59,73,59,99,1
3182,19,24,19,19,22,17,20,17,9,9,19,29,9,14,9,14,69,59,49,69,69,39,69,59,49,59,49,39,79,49,89,69,59,39,69,79,29,89,49,89,39,89,99,19,54,39,49,0
4581,22,37,29,19,39,14,24,4,14,0,29,19,14,14,7,11,79,89,89,79,89,29,59,59,49,49,29,89,79,49,79,39,39,19,19,69,49,59,49,59,29,59,69,29,68,49,39,0
5030,12,12,49,49,19,19,19,19,19,0,19,14,19,19,9,14,69,89,79,89,79,69,89,79,79,69,59,99,39,9,39,69,79,99,19,79,69,19,59,79,99,99,49,19,52,69,79,1
2304,27,19,99,39,14,19,21,19,14,10,19,15,19,15,11,17,79,79,59,89,89,69,79,79,89,89,99,89,29,89,79,89,89,89,9,19,89,49,69,69,69,69,49,9,49,49,59,1
3296,27,19,79,39,19,29,9,14,9,14,29,24,17,17,3,4,69,99,49,69,69,89,69,49,59,49,69,59,9,49,69,69,39,79,9,29,19,49,69,79,79,79,29,19,45,49,59,0
5049,22,19,79,79,14,9,29,9,14,19,19,19,19,19,9,9,69,99,59,99,99,49,99,39,29,29,19,99,79,49,79,9,9,79,99,9,79,19,19,39,39,49,9,9,18,49,39,0
6361,17,19,49,9,39,4,29,14,4,4,14,29,19,19,9,4,99,99,59,99,99,49,79,79,29,79,9,99,99,59,59,99,99,99,59,59,59,99,99,99,79,99,9,59,75,69,39,0
1271,19,9,79,79,39,7,9,11,9,19,9,19,14,19,19,14,69,89,79,69,69,39,59,59,49,49,49,19,29,19,99,99,99,19,9,69,39,39,89,89,79,79,29,29,67,49,49,0
5027,12,14,49,49,19,9,19,34,4,9,19,14,19,19,9,14,69,89,79,89,79,69,69,69,69,69,79,99,39,9,39,69,79,99,19,79,69,19,59,79,99,99,49,19,67,69,69,1
5426,12,12,69,9,27,7,16,21,16,7,54,1,0,39,0,0,69,99,99,99,79,99,99,99,99,99,99,79,19,59,79,69,49,49,29,9,89,69,59,89,19,59,39,9,88,49,99,1
5873,29,17,9,9,14,24,14,14,14,14,29,0,29,29,9,0,99,99,99,99,99,99,99,99,99,99,19,99,99,99,99,99,99,99,19,39,99,69,49,49,19,49,99,99,58,69,99,1
5057,22,14,79,79,17,18,15,14,14,16,19,19,19,19,9,9,69,99,59,99,99,49,99,69,29,49,19,99,79,49,79,9,9,79,99,9,79,19,19,39,39,49,9,9,38,49,9,0
6132,29,12,9,9,39,29,0,19,0,9,16,22,22,22,5,11,79,89,69,89,69,39,89,79,59,69,19,19,9,89,89,59,79,39,9,19,89,29,99,79,39,39,29,89,33,29,49,0
