,age,age_o,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_parter,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
45,4,11,9,19,16,5,5,5,5,11,7,7,12,9,7,4,29,29,24,34,34,24,34,39,24,44,24,24,14,19,49,49,49,9,14,39,39,39,49,49,49,49,49,49,26,34,24,0
46,4,12,9,19,24,0,12,4,0,7,7,7,12,9,7,4,29,29,24,34,34,29,29,39,39,39,29,24,14,19,49,49,49,9,14,39,39,39,49,49,49,49,49,49,16,34,29,1
48,9,11,4,4,17,9,9,9,0,2,9,4,9,14,4,4,34,29,49,34,34,39,49,44,39,34,29,19,14,4,39,29,34,9,9,49,39,39,49,49,44,44,39,14,29,29,24,1
49,9,4,4,4,29,0,0,19,0,0,9,4,9,14,4,4,34,29,49,34,34,49,49,49,49,49,49,19,14,4,39,29,34,9,9,49,39,39,49,49,44,44,39,14,25,29,49,1
51,9,6,4,4,14,2,7,19,2,2,9,4,9,14,4,4,34,29,49,34,34,49,44,39,39,34,34,19,14,4,39,29,34,9,9,49,39,39,49,49,44,44,39,14,18,29,34,1
52,9,7,4,4,14,4,9,4,4,9,9,4,9,14,4,4,34,29,49,34,34,24,49,39,39,24,24,19,14,4,39,29,34,9,9,49,39,39,49,49,44,44,39,14,24,29,24,1
54,9,14,4,4,17,7,12,4,2,4,9,4,9,14,4,4,34,29,49,34,34,29,39,44,29,29,29,19,14,4,39,29,34,9,9,49,39,39,49,49,44,44,39,14,30,29,34,1
55,9,11,4,4,16,5,5,5,5,11,9,4,9,14,4,4,34,29,49,34,34,29,34,39,34,44,29,19,14,4,39,29,34,9,9,49,39,39,49,49,44,44,39,14,27,29,34,1
57,9,7,4,4,49,0,0,0,0,0,9,4,9,14,4,4,34,29,49,34,34,34,39,34,39,34,39,19,14,4,39,29,34,9,9,49,39,39,49,49,44,44,39,14,19,29,39,1
58,11,3,34,14,7,9,9,7,7,7,17,9,9,9,0,2,39,44,34,39,24,29,39,39,39,39,29,39,34,9,29,34,24,24,24,19,44,9,19,39,34,39,24,4,28,34,34,0
59,11,7,34,14,22,2,12,9,0,2,17,9,9,9,0,2,39,44,34,39,24,39,34,29,44,34,19,39,34,9,29,34,24,24,24,19,44,9,19,39,34,39,24,4,32,34,34,0
60,11,8,34,14,17,4,17,4,4,0,17,9,9,9,0,2,39,44,34,39,24,34,39,29,24,39,19,39,34,9,29,34,24,24,24,19,44,9,19,39,34,39,24,4,18,34,24,0
61,11,6,34,14,9,9,9,9,4,4,17,9,9,9,0,2,39,44,34,39,24,29,34,39,34,34,24,39,34,9,29,34,24,24,24,19,44,9,19,39,34,39,24,4,20,34,29,0
62,11,3,34,14,9,2,12,12,4,7,17,9,9,9,0,2,39,44,34,39,24,29,39,39,39,34,29,39,34,9,29,34,24,24,24,19,44,9,19,39,34,39,24,4,14,34,29,0
63,11,6,34,14,4,12,9,12,2,7,17,9,9,9,0,2,39,44,34,39,24,34,44,39,44,39,19,39,34,9,29,34,24,24,24,19,44,9,19,39,34,39,24,4,33,34,34,0
64,11,4,34,14,7,7,12,9,7,4,17,9,9,9,0,2,39,44,34,39,24,34,39,39,39,34,34,39,34,9,29,34,24,24,24,19,44,9,19,39,34,39,24,4,29,34,34,0
65,11,8,34,14,4,9,13,9,9,4,17,9,9,9,0,2,39,44,34,39,24,39,34,29,29,29,24,39,34,9,29,34,24,24,24,19,44,9,19,39,34,39,24,4,24,34,34,0
66,11,9,34,14,9,4,9,14,4,4,17,9,9,9,0,2,39,44,34,39,24,29,39,34,39,34,24,39,34,9,29,34,24,24,24,19,44,9,19,39,34,39,24,4,29,34,29,0
67,4,3,4,4,7,9,9,7,7,7,29,0,0,19,0,0,44,44,44,49,44,34,39,49,34,34,24,44,34,44,39,34,29,14,14,24,29,29,19,34,34,44,24,24,38,34,39,0
68,4,7,4,4,22,2,12,9,0,2,29,0,0,19,0,0,44,44,44,49,44,34,29,49,29,29,24,44,34,44,39,34,29,14,14,24,29,29,19,34,34,44,24,24,29,34,39,0
69,4,8,4,4,17,4,17,4,4,0,29,0,0,19,0,0,44,44,44,49,44,29,34,49,29,29,24,44,34,44,39,34,29,14,14,24,29,29,19,34,34,44,24,24,21,34,34,0
70,4,6,4,4,9,9,9,9,4,4,29,0,0,19,0,0,44,44,44,49,44,29,24,49,29,29,24,44,34,44,39,34,29,14,14,24,29,29,19,34,34,44,24,24,20,34,29,0
71,4,3,4,4,9,2,12,12,4,7,29,0,0,19,0,0,44,44,44,49,44,29,34,49,34,29,24,44,34,44,39,34,29,14,14,24,29,29,19,34,34,44,24,24,24,34,34,0
73,4,4,4,4,7,7,12,9,7,4,29,0,0,19,0,0,44,44,44,49,44,34,44,49,29,29,24,44,34,44,39,34,29,14,14,24,29,29,19,34,34,44,24,24,30,34,39,1
75,4,9,4,4,9,4,9,14,4,4,29,0,0,19,0,0,44,44,44,49,44,39,39,49,34,29,24,44,34,44,39,34,29,14,14,24,29,29,19,34,34,44,24,24,25,34,39,1
77,8,7,44,9,22,2,12,9,0,2,24,0,14,4,0,4,29,29,39,39,29,34,39,34,24,34,34,34,9,29,34,34,34,24,24,24,39,14,34,39,34,39,29,4,43,34,34,1
79,8,6,44,9,9,9,9,9,4,4,24,0,14,4,0,4,29,29,39,39,29,29,29,34,34,39,34,34,9,29,34,34,34,24,24,24,39,14,34,39,34,39,29,4,34,34,29,1
80,8,3,44,9,9,2,12,12,4,7,24,0,14,4,0,4,29,29,39,39,29,24,39,34,34,34,34,34,9,29,34,34,34,24,24,24,39,14,34,39,34,39,29,4,26,34,29,0
81,8,6,44,9,4,12,9,12,2,7,24,0,14,4,0,4,29,29,39,39,29,29,29,39,39,39,34,34,9,29,34,34,34,24,24,24,39,14,34,39,34,39,29,4,29,34,29,1
82,8,4,44,9,7,7,12,9,7,4,24,0,14,4,0,4,29,29,39,39,29,39,39,39,29,29,29,34,9,29,34,34,34,24,24,24,39,14,34,39,34,39,29,4,39,34,34,1
83,8,8,44,9,4,9,13,9,9,4,24,0,14,4,0,4,29,29,39,39,29,39,34,34,34,39,34,34,9,29,34,34,34,24,24,24,39,14,34,39,34,39,29,4,31,34,34,1
84,8,9,44,9,9,4,9,14,4,4,24,0,14,4,0,4,29,29,39,39,29,29,29,34,39,34,34,34,9,29,34,34,34,24,24,24,39,14,34,39,34,39,29,4,35,34,29,1
85,14,3,4,4,7,9,9,7,7,7,17,7,12,4,2,4,34,34,29,39,19,14,29,34,24,39,34,39,9,44,34,34,24,19,9,29,19,9,34,44,34,34,9,9,33,19,9,0
86,14,7,4,4,22,2,12,9,0,2,17,7,12,4,2,4,34,34,29,39,19,24,14,19,14,24,14,39,9,44,34,34,24,19,9,29,19,9,34,44,34,34,9,9,39,19,19,0
90,14,6,4,4,4,12,9,12,2,7,17,7,12,4,2,4,34,34,29,39,19,24,29,39,19,24,19,39,9,44,34,34,24,19,9,29,19,9,34,44,34,34,9,9,36,19,14,0
91,14,4,4,4,7,7,12,9,7,4,17,7,12,4,2,4,34,34,29,39,19,34,29,24,19,19,14,39,9,44,34,34,24,19,9,29,19,9,34,44,34,34,9,9,32,19,24,0
93,14,9,4,4,9,4,9,14,4,4,17,7,12,4,2,4,34,34,29,39,19,39,29,34,39,29,24,39,9,44,34,34,24,19,9,29,19,9,34,44,34,34,9,9,30,19,39,1
94,11,3,39,39,7,9,9,7,7,7,16,5,5,5,5,11,29,39,29,39,44,29,34,24,29,39,29,24,24,24,44,19,14,19,19,9,29,44,14,44,14,29,9,4,37,24,34,0
95,11,7,39,39,22,2,12,9,0,2,16,5,5,5,5,11,29,39,29,39,44,34,34,34,34,34,24,24,24,24,44,19,14,19,19,9,29,44,14,44,14,29,9,4,26,24,34,1
96,11,8,39,39,17,4,17,4,4,0,16,5,5,5,5,11,29,39,29,39,44,19,24,29,19,29,19,24,24,24,44,19,14,19,19,9,29,44,14,44,14,29,9,4,32,24,24,0
97,11,6,39,39,9,9,9,9,4,4,16,5,5,5,5,11,29,39,29,39,44,29,34,39,29,29,24,24,24,24,44,19,14,19,19,9,29,44,14,44,14,29,9,4,28,24,34,0
99,11,6,39,39,4,12,9,12,2,7,16,5,5,5,5,11,29,39,29,39,44,29,34,39,34,39,24,24,24,24,44,19,14,19,19,9,29,44,14,44,14,29,9,4,25,24,34,0
100,11,4,39,39,7,7,12,9,7,4,16,5,5,5,5,11,29,39,29,39,44,39,34,29,34,34,24,24,24,24,44,19,14,19,19,9,29,44,14,44,14,29,9,4,26,24,34,1
103,7,3,4,4,7,9,9,7,7,7,49,0,0,0,0,0,34,34,49,49,49,29,29,29,29,29,29,49,49,49,49,44,44,19,49,49,39,14,39,39,29,29,24,49,15,29,29,0
105,7,8,4,4,17,4,17,4,4,0,49,0,0,0,0,0,34,34,49,49,49,24,29,39,24,39,29,49,49,49,49,44,44,19,49,49,39,14,39,39,29,29,24,49,13,29,24,0
108,7,6,4,4,4,12,9,12,2,7,49,0,0,0,0,0,34,34,49,49,49,34,49,49,29,49,34,49,49,49,49,44,44,19,49,49,39,14,39,39,29,29,24,49,35,29,29,0
109,7,4,4,4,7,7,12,9,7,4,49,0,0,0,0,0,34,34,49,49,49,34,29,39,29,39,34,49,49,49,49,44,44,19,49,49,39,14,39,39,29,29,24,49,21,29,34,0
111,7,9,4,4,9,4,9,14,4,4,49,0,0,0,0,0,34,34,49,49,49,24,29,29,29,29,29,49,49,49,49,44,44,19,49,49,39,14,39,39,29,29,24,49,19,29,29,0
112,7,9,4,4,7,7,7,19,4,2,49,0,0,0,0,0,34,34,49,49,49,29,29,29,29,29,29,49,49,49,49,44,44,19,49,49,39,14,39,39,29,29,24,49,26,29,34,0
113,3,8,39,49,12,9,12,9,4,0,5,8,9,7,7,8,24,44,34,44,49,29,39,34,44,24,34,49,39,49,24,24,24,9,4,14,34,49,19,34,19,39,24,9,19,24,44,0
114,3,7,39,49,12,17,14,4,0,0,5,8,9,7,7,8,24,44,34,44,49,24,39,39,19,44,14,49,39,49,24,24,24,9,4,14,34,49,19,34,19,39,24,9,35,24,29,0
115,3,7,39,49,10,6,10,10,6,6,5,8,9,7,7,8,24,44,34,44,49,34,34,39,24,34,9,49,39,49,24,24,24,9,4,14,34,49,19,34,19,39,24,9,14,24,29,0
118,3,14,39,49,9,9,12,12,2,2,5,8,9,7,7,8,24,44,34,44,49,19,34,34,19,34,14,49,39,49,24,24,24,9,4,14,34,49,19,34,19,39,24,9,23,24,24,0
119,3,4,39,49,14,7,12,12,2,0,5,8,9,7,7,8,24,44,34,44,49,34,34,34,24,29,14,49,39,49,24,24,24,9,4,14,34,49,19,34,19,39,24,9,22,24,29,0
120,3,8,39,49,9,9,9,9,2,7,5,8,9,7,7,8,24,44,34,44,49,44,44,49,44,44,39,49,39,49,24,24,24,9,4,14,34,49,19,34,19,39,24,9,31,24,44,1
121,3,6,39,49,12,4,17,7,0,7,5,8,9,7,7,8,24,44,34,44,49,34,19,29,19,19,9,49,39,49,24,24,24,9,4,14,34,49,19,34,19,39,24,9,36,24,9,0
122,3,3,39,49,7,9,7,14,2,7,5,8,9,7,7,8,24,44,34,44,49,24,39,39,24,39,9,49,39,49,24,24,24,9,4,14,34,49,19,34,19,39,24,9,40,24,29,0
123,3,12,39,49,19,7,9,4,2,4,5,8,9,7,7,8,24,44,34,44,49,29,39,34,34,34,9,49,39,49,24,24,24,9,4,14,34,49,19,34,19,39,24,9,22,24,29,0
125,3,6,39,49,9,12,12,4,4,4,5,8,9,7,7,8,24,44,34,44,49,24,44,44,39,44,24,49,39,49,24,24,24,9,4,14,34,49,19,34,19,39,24,9,34,24,39,0
127,11,6,4,9,9,12,9,7,4,4,9,9,9,4,4,9,34,39,34,39,34,24,29,29,24,29,14,4,9,9,39,39,39,4,9,29,39,39,39,44,34,34,39,39,36,19,14,0
128,11,7,4,9,12,17,14,4,0,0,9,9,9,4,4,9,34,39,34,39,34,24,34,34,24,34,14,4,9,9,39,39,39,4,9,29,39,39,39,44,34,34,39,39,24,19,19,0
129,11,7,4,9,10,6,10,10,6,6,9,9,9,4,4,9,34,39,34,39,34,29,39,39,34,34,29,4,9,9,39,39,39,4,9,29,39,39,39,44,34,34,39,39,19,19,29,1
130,11,12,4,9,12,7,12,7,0,9,9,9,9,4,4,9,34,39,34,39,34,29,34,34,19,29,29,4,9,9,39,39,39,4,9,29,39,39,39,44,34,34,39,39,24,19,29,1
131,11,9,4,9,9,17,9,4,4,2,9,9,9,4,4,9,34,39,34,39,34,39,34,34,34,29,34,4,9,9,39,39,39,4,9,29,39,39,39,44,34,34,39,39,16,19,34,1
132,11,6,4,9,12,4,17,7,0,7,9,9,9,4,4,9,34,39,34,39,34,14,19,24,19,19,9,4,9,9,39,39,39,4,9,29,39,39,39,44,34,34,39,39,11,19,9,0
133,11,3,4,9,7,9,7,14,2,7,9,9,9,4,4,9,34,39,34,39,34,14,29,34,24,24,19,4,9,9,39,39,39,4,9,29,39,39,39,44,34,34,39,39,25,19,9,0
134,11,12,4,9,19,7,9,4,2,4,9,9,9,4,4,9,34,39,34,39,34,34,34,39,29,34,39,4,9,9,39,39,39,4,9,29,39,39,39,44,34,34,39,39,37,19,39,1
135,11,12,4,9,19,9,9,9,0,0,9,9,9,4,4,9,34,39,34,39,34,19,24,24,19,24,19,4,9,9,39,39,39,4,9,29,39,39,39,44,34,34,39,39,33,19,19,0
136,11,6,4,9,9,12,12,4,4,4,9,9,9,4,4,9,34,39,34,39,34,29,34,34,34,34,34,4,9,9,39,39,39,4,9,29,39,39,39,44,34,34,39,39,29,19,34,1
138,3,7,44,29,12,17,14,4,0,0,4,9,19,4,4,4,24,39,29,34,39,24,34,39,29,29,34,9,9,14,44,34,29,29,34,34,49,44,49,49,49,49,49,14,16,24,34,1
139,3,7,44,29,10,6,10,10,6,6,4,9,19,4,4,4,24,39,29,34,39,34,34,34,29,29,44,9,9,14,44,34,29,29,34,34,49,44,49,49,49,49,49,14,20,24,44,1
140,3,12,44,29,12,7,12,7,0,9,4,9,19,4,4,4,24,39,29,34,39,29,34,34,29,34,24,9,9,14,44,34,29,29,34,34,49,44,49,49,49,49,49,14,22,24,34,1
141,3,9,44,29,9,17,9,4,4,2,4,9,19,4,4,4,24,39,29,34,39,34,29,34,34,34,29,9,9,14,44,34,29,29,34,34,49,44,49,49,49,49,49,14,11,24,34,1
142,3,14,44,29,9,9,12,12,2,2,4,9,19,4,4,4,24,39,29,34,39,24,29,34,29,29,29,9,9,14,44,34,29,29,34,34,49,44,49,49,49,49,49,14,30,24,29,0
144,3,8,44,29,9,9,9,9,2,7,4,9,19,4,4,4,24,39,29,34,39,34,34,29,34,29,34,9,9,14,44,34,29,29,34,34,49,44,49,49,49,49,49,14,19,24,39,1
146,3,3,44,29,7,9,7,14,2,7,4,9,19,4,4,4,24,39,29,34,39,29,29,24,34,24,29,9,9,14,44,34,29,29,34,34,49,44,49,49,49,49,49,14,21,24,29,0
147,3,12,44,29,19,9,9,9,0,0,4,9,19,4,4,4,24,39,29,34,39,29,34,29,29,24,24,9,9,14,44,34,29,29,34,34,49,44,49,49,49,49,49,14,33,24,29,0
149,11,14,9,14,9,9,12,12,2,2,4,9,9,7,9,7,34,44,44,39,39,24,34,34,34,34,34,49,4,49,44,29,29,49,29,14,29,4,29,44,39,39,29,34,25,24,34,0
151,8,7,49,9,12,17,14,4,0,0,9,9,7,7,7,7,34,44,34,39,29,19,24,49,19,49,19,34,19,34,34,29,14,24,29,39,44,44,34,49,29,39,39,19,19,24,19,0
152,8,7,49,9,10,6,10,10,6,6,9,9,7,7,7,7,34,44,34,39,29,29,34,44,34,44,14,34,19,34,34,29,14,24,29,39,44,44,34,49,29,39,39,19,17,24,24,0
153,8,12,49,9,12,7,12,7,0,9,9,9,7,7,7,7,34,44,34,39,29,29,39,34,24,39,34,34,19,34,34,29,14,24,29,39,44,44,34,49,29,39,39,19,24,24,34,0
155,8,14,49,9,9,9,12,12,2,2,9,9,7,7,7,7,34,44,34,39,29,14,39,44,39,49,24,34,19,34,34,29,14,24,29,39,44,44,34,49,29,39,39,19,23,24,39,0
157,8,6,49,9,12,4,17,7,0,7,9,9,7,7,7,7,34,44,34,39,29,29,24,39,34,49,39,34,19,34,34,29,14,24,29,39,44,44,34,49,29,39,39,19,27,24,29,0
158,8,3,49,9,7,9,7,14,2,7,9,9,7,7,7,7,34,44,34,39,29,24,19,34,24,44,34,34,19,34,34,29,14,24,29,39,44,44,34,49,29,39,39,19,31,24,24,0
160,8,12,49,9,19,9,9,9,0,0,9,9,7,7,7,7,34,44,34,39,29,24,39,39,29,44,29,34,19,34,34,29,14,24,29,39,44,44,34,49,29,39,39,19,21,24,29,0
161,8,6,49,9,9,12,12,4,4,4,9,9,7,7,7,7,34,44,34,39,29,34,34,34,39,39,29,34,19,34,34,29,14,24,29,39,44,44,34,49,29,39,39,19,38,24,34,0
162,6,8,9,19,12,9,12,9,4,0,9,9,9,7,7,4,34,39,39,39,39,9,24,24,14,24,9,44,19,44,34,34,19,29,24,34,24,14,44,44,29,19,24,4,15,34,9,0
163,6,7,9,19,12,17,14,4,0,0,9,9,9,7,7,4,34,39,39,39,39,9,29,34,4,34,9,44,19,44,34,34,19,29,24,34,24,14,44,44,29,19,24,4,24,34,9,0
164,6,7,9,19,10,6,10,10,6,6,9,9,9,7,7,4,34,39,39,39,39,14,39,34,29,29,19,44,19,44,34,34,19,29,24,34,24,14,44,44,29,19,24,4,36,34,24,0
165,6,12,9,19,12,7,12,7,0,9,9,9,9,7,7,4,34,39,39,39,39,19,34,29,4,19,14,44,19,44,34,34,19,29,24,34,24,14,44,44,29,19,24,4,23,34,9,0
166,6,9,9,19,9,17,9,4,4,2,9,9,9,7,7,4,34,39,39,39,39,34,19,24,29,24,19,44,19,44,34,34,19,29,24,34,24,14,44,44,29,19,24,4,30,34,29,0
167,6,14,9,19,9,9,12,12,2,2,9,9,9,7,7,4,34,39,39,39,39,14,34,29,19,29,9,44,19,44,34,34,19,29,24,34,24,14,44,44,29,19,24,4,23,34,9,0
168,6,8,9,19,9,9,9,9,2,7,9,9,9,7,7,4,34,39,39,39,39,24,39,39,34,34,29,44,19,44,34,34,19,29,24,34,24,14,44,44,29,19,24,4,25,34,24,0
169,6,6,9,19,12,4,17,7,0,7,9,9,9,7,7,4,34,39,39,39,39,29,34,29,24,29,29,44,19,44,34,34,19,29,24,34,24,14,44,44,29,19,24,4,26,34,29,0
172,6,12,9,19,19,9,9,9,0,0,9,9,9,7,7,4,34,39,39,39,39,9,39,34,9,34,9,44,19,44,34,34,19,29,24,34,24,14,44,44,29,19,24,4,29,34,14,0
173,6,6,9,19,9,12,12,4,4,4,9,9,9,7,7,4,34,39,39,39,39,29,29,29,29,29,19,44,19,44,34,34,19,29,24,34,24,14,44,44,29,19,24,4,25,34,29,0
174,4,7,4,24,12,17,14,4,0,0,8,4,8,9,12,4,29,29,34,34,34,4,29,34,29,19,14,34,29,39,39,34,29,39,34,39,39,24,24,24,24,34,34,39,21,24,9,0
175,4,7,4,24,10,6,10,10,6,6,8,4,8,9,12,4,29,29,34,34,34,4,14,19,9,9,4,34,29,39,39,34,29,39,34,39,39,24,24,24,24,34,34,39,36,24,4,0
177,4,9,4,24,9,17,9,4,4,2,8,4,8,9,12,4,29,29,34,34,34,39,34,29,29,19,19,34,29,39,39,34,29,39,34,39,39,24,24,24,24,34,34,39,32,24,29,1
178,4,14,4,24,9,9,12,12,2,2,8,4,8,9,12,4,29,29,34,34,34,4,19,24,19,19,19,34,29,39,39,34,29,39,34,39,39,24,24,24,24,34,34,39,17,24,14,0
179,4,6,4,24,12,4,17,7,0,7,8,4,8,9,12,4,29,29,34,34,34,4,9,29,4,29,9,34,29,39,39,34,29,39,34,39,39,24,24,24,24,34,34,39,30,24,9,0
