,age,age_o,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_parter,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
191,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,3,4,3,3,1,2,2,2,2,2,2,2,3,3,1,1,0,0,3,3,2,3,3,3,4,2,1,2,1,2,0
192,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3,3,4,3,3,1,2,2,2,3,2,2,2,3,3,1,1,0,0,3,3,2,3,3,3,4,2,1,3,1,2,0
193,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,3,3,4,3,3,2,4,3,2,2,1,2,2,3,3,1,1,0,0,3,3,2,3,3,3,4,2,1,1,1,3,0
200,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,1,2,3,1,3,2,2,2,3,3,1,1,0,0,3,3,2,3,3,3,4,2,1,3,1,2,0
201,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,3,4,3,3,3,3,3,3,3,3,2,2,3,3,1,1,0,0,3,3,2,3,3,3,4,2,1,3,1,3,1
205,0,1,1,3,1,0,1,0,0,0,1,0,0,0,0,0,3,3,4,3,4,1,2,3,1,2,1,1,1,3,4,3,3,3,0,2,2,3,3,3,2,3,4,2,1,2,2,0
207,0,1,1,3,0,0,1,1,0,0,1,0,0,0,0,0,3,3,4,3,4,0,1,1,0,2,0,1,1,3,4,3,3,3,0,2,2,3,3,3,2,3,4,2,1,2,1,0
212,0,0,1,3,0,1,1,0,0,0,1,0,0,0,0,0,3,3,4,3,4,4,3,3,4,4,3,1,1,3,4,3,3,3,0,2,2,3,3,3,2,3,4,2,1,2,4,1
213,1,0,0,0,1,1,1,0,0,0,2,0,2,0,0,0,3,2,4,4,3,2,3,3,2,4,2,1,0,2,4,2,2,0,0,1,4,2,2,3,2,3,4,4,2,1,2,0
217,1,0,0,0,1,0,1,1,0,0,2,0,2,0,0,0,3,2,4,4,3,3,3,3,4,2,1,1,0,2,4,2,2,0,0,1,4,2,2,3,2,3,4,4,3,1,3,0
230,1,1,1,3,0,0,1,1,0,0,1,0,1,0,0,0,2,3,2,3,3,1,2,2,3,3,1,1,2,4,3,3,2,2,3,2,4,4,3,3,2,2,3,4,2,1,2,0
237,1,0,1,3,0,1,1,0,0,0,1,0,1,0,0,0,2,3,2,3,3,3,3,2,2,2,1,1,2,4,3,3,2,2,3,2,4,4,3,3,2,2,3,4,2,1,2,0
242,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,3,3,3,3,3,2,1,1,1,0,0,3,2,2,3,1,1,2,1,3,3,2,4,4,3,3,3,3,3,2,1,0
245,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3,3,3,3,3,1,1,2,1,2,1,3,2,2,3,1,1,2,1,3,3,2,4,4,3,3,3,3,3,2,1,0
249,0,0,4,3,1,1,1,0,0,0,0,1,1,1,0,0,3,4,4,4,3,2,3,3,3,3,3,4,3,4,3,3,3,2,2,4,3,4,3,3,3,3,3,1,3,3,3,0
250,0,1,4,3,1,0,1,0,0,0,0,1,1,1,0,0,3,4,4,4,3,3,3,4,3,3,4,4,3,4,3,3,3,2,2,4,3,4,3,3,3,3,3,1,2,3,3,1
251,0,0,4,3,0,1,0,0,0,0,0,1,1,1,0,0,3,4,4,4,3,3,3,4,4,3,4,4,3,4,3,3,3,2,2,4,3,4,3,3,3,3,3,1,2,3,3,1
255,0,0,4,3,1,0,1,0,0,0,0,1,1,1,0,0,3,4,4,4,3,3,3,2,2,3,2,4,3,4,3,3,3,2,2,4,3,4,3,3,3,3,3,1,2,3,3,1
259,0,0,4,3,0,1,1,0,0,0,0,1,1,1,0,0,3,4,4,4,3,2,3,3,3,3,2,4,3,4,3,3,3,2,2,4,3,4,3,3,3,3,3,1,3,3,3,0
263,0,0,3,3,0,1,0,0,0,0,0,1,0,0,0,0,3,3,3,3,2,0,2,1,1,1,0,2,0,1,2,3,3,3,0,1,4,0,4,2,2,3,2,0,3,2,1,0
269,0,1,3,3,1,0,0,0,0,0,0,1,0,0,0,0,3,3,3,3,2,4,3,3,2,2,3,2,0,1,2,3,3,3,0,1,4,0,4,2,2,3,2,0,4,2,3,1
270,0,1,3,3,1,0,0,0,0,0,0,1,0,0,0,0,3,3,3,3,2,1,1,2,1,2,0,2,0,1,2,3,3,3,0,1,4,0,4,2,2,3,2,0,4,2,1,0
274,1,0,2,3,1,0,1,1,0,0,0,0,1,1,0,0,3,3,3,4,2,3,2,3,2,4,2,2,1,2,4,4,3,3,2,3,2,2,4,3,3,3,1,4,3,3,3,1
278,1,0,2,3,0,0,0,0,0,0,0,0,1,1,0,0,3,3,3,4,2,2,2,2,1,1,1,2,1,2,4,4,3,3,2,3,2,2,4,3,3,3,1,4,2,3,1,0
283,0,0,3,0,1,0,1,0,0,0,2,0,0,0,0,0,3,0,3,3,3,0,3,4,1,4,1,3,0,3,4,0,0,3,1,3,0,3,3,4,4,4,4,0,2,0,2,0
284,0,0,3,0,1,1,1,0,0,0,2,0,0,0,0,0,3,0,3,3,3,1,3,4,1,3,0,3,0,3,4,0,0,3,1,3,0,3,3,4,4,4,4,0,0,0,2,0
286,0,1,3,0,1,0,1,0,0,0,2,0,0,0,0,0,3,0,3,3,3,2,2,3,1,3,1,3,0,3,4,0,0,3,1,3,0,3,3,4,4,4,4,0,2,0,1,0
295,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,2,4,2,3,3,2,3,4,4,4,3,1,0,1,4,4,3,3,0,2,4,4,4,4,4,4,4,0,2,0,3,1
297,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,2,4,2,3,3,1,3,3,1,2,0,1,0,1,4,4,3,3,0,2,4,4,4,4,4,4,4,0,2,0,0,0
300,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,2,4,2,3,3,3,2,2,3,2,2,1,0,1,4,4,3,3,0,2,4,4,4,4,4,4,4,0,3,0,3,1
301,0,0,4,2,0,0,0,0,0,0,1,0,1,0,0,0,1,4,3,4,2,1,4,4,2,1,3,1,4,1,3,3,3,2,3,4,3,2,2,3,3,4,1,0,1,1,1,0
307,0,0,4,2,1,0,0,0,0,0,1,0,1,0,0,0,1,4,3,4,2,3,2,1,1,3,1,1,4,1,3,3,3,2,3,4,3,2,2,3,3,4,1,0,2,1,0,0
311,0,1,4,2,0,0,1,1,0,0,1,0,1,0,0,0,1,4,3,4,2,1,2,3,3,2,1,1,4,1,3,3,3,2,3,4,3,2,2,3,3,4,1,0,2,1,0,0
319,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,3,1,3,0,1,2,2,1,2,0,3,4,2,2,3,3,0,2,2,4,2,3,1,2,2,0,0,3,1,2,0
323,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,3,1,3,0,2,2,3,2,2,0,3,4,2,2,3,3,0,2,2,4,2,3,1,2,2,0,0,2,1,2,1
325,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,3,1,3,0,1,1,3,1,3,0,3,4,2,2,3,3,0,2,2,4,2,3,1,2,2,0,0,3,1,1,0
333,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,3,1,3,0,1,3,3,3,2,1,3,4,2,2,3,3,0,2,2,4,2,3,1,2,2,0,0,1,1,2,0
343,0,1,1,1,2,0,2,0,0,0,1,0,1,1,0,0,3,4,3,4,4,3,2,2,3,3,3,4,0,3,3,3,3,4,2,3,3,0,3,1,3,0,2,3,2,3,4,1
348,0,0,1,1,2,0,0,0,0,0,1,0,1,1,0,0,3,4,3,4,4,3,2,2,3,2,2,4,0,3,3,3,3,4,2,3,3,0,3,1,3,0,2,3,2,3,3,1
349,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,3,4,3,4,4,3,2,2,2,2,1,4,0,3,3,3,3,4,2,3,3,0,3,1,3,0,2,3,2,3,2,1
352,1,0,2,2,0,0,1,0,0,0,1,0,1,0,0,0,3,3,2,3,3,3,3,3,2,2,2,4,3,1,2,3,2,2,3,2,2,3,2,3,2,2,2,1,2,3,3,1
353,1,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,3,3,2,3,3,3,2,2,3,2,2,4,3,1,2,3,2,2,3,2,2,3,2,3,2,2,2,1,2,3,3,1
354,1,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,3,3,2,3,3,3,2,3,3,2,3,4,3,1,2,3,2,2,3,2,2,3,2,3,2,2,2,1,2,3,3,1
363,1,0,2,2,0,1,0,0,0,0,1,0,1,0,0,0,3,3,2,3,3,3,3,3,3,3,3,4,3,1,2,3,2,2,3,2,2,3,2,3,2,2,2,1,2,3,3,1
367,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,3,2,3,3,2,3,4,3,4,3,4,3,2,2,3,3,3,1,3,3,1,1,2,2,2,0,3,3,3,3,0
369,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3,3,2,3,3,2,3,4,3,3,4,4,3,2,2,3,3,3,1,3,3,1,1,2,2,2,0,3,1,3,3,0
370,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,3,2,3,3,4,3,3,3,3,3,4,3,2,2,3,3,3,1,3,3,1,1,2,2,2,0,3,1,3,4,1
373,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,3,2,3,3,2,3,3,4,3,2,4,3,2,2,3,3,3,1,3,3,1,1,2,2,2,0,3,2,3,3,0
380,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3,4,4,1,4,2,2,2,2,3,2,3,0,3,3,2,1,3,1,3,1,2,3,3,3,0,0,2,3,2,1
384,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3,4,4,1,2,2,2,2,2,2,2,3,0,3,3,2,1,3,1,3,1,2,3,3,3,0,0,2,3,2,1
390,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,3,3,4,4,1,2,2,3,3,3,2,2,3,0,3,3,2,1,3,1,3,1,2,3,3,3,0,0,2,3,2,1
391,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,3,3,4,4,1,3,2,2,2,2,1,2,3,0,3,3,2,1,3,1,3,1,2,3,3,3,0,0,1,3,2,1
397,0,0,4,0,0,1,0,0,0,0,1,0,1,1,0,0,3,4,2,3,2,2,3,4,2,4,1,1,0,2,3,3,3,0,2,3,1,2,4,4,2,3,2,0,2,2,2,0
403,0,0,4,0,0,0,0,0,0,0,1,0,1,1,0,0,3,4,2,3,2,1,2,2,2,2,1,1,0,2,3,3,3,0,2,3,1,2,4,4,2,3,2,0,3,2,1,0
404,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,3,2,3,3,1,2,1,4,3,2,3,2,3,0,3,3,4,2,2,2,2,3,0,3,3,2,2,0
414,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,4,4,4,3,2,3,3,2,3,1,4,3,2,3,2,3,0,3,3,4,2,2,2,2,3,0,3,2,2,3,0
425,0,0,2,4,1,0,0,0,0,0,1,0,1,0,0,0,2,3,0,4,0,3,3,3,1,2,2,2,2,3,1,1,1,2,2,1,2,3,0,2,0,0,0,0,1,1,2,1
430,0,0,2,4,0,1,0,0,0,0,1,0,1,0,0,0,2,3,0,4,0,2,2,3,2,2,0,2,2,3,1,1,1,2,2,1,2,3,0,2,0,0,0,0,1,1,2,1
431,0,1,2,4,0,0,1,1,0,0,1,0,1,0,0,0,2,3,0,4,0,0,4,4,1,3,3,2,2,3,1,1,1,2,2,1,2,3,0,2,0,0,0,0,1,1,3,0
433,0,0,4,4,0,0,0,0,0,0,0,0,0,1,0,0,2,3,2,3,3,2,2,3,2,3,2,3,2,1,2,1,1,1,1,1,1,3,1,2,1,2,1,0,4,2,2,0
435,0,0,4,4,0,0,1,0,0,0,0,0,0,1,0,0,2,3,2,3,3,3,3,2,2,2,2,3,2,1,2,1,1,1,1,1,1,3,1,2,1,2,1,0,2,2,2,0
437,0,0,4,4,0,0,0,0,0,0,0,0,0,1,0,0,2,3,2,3,3,3,3,3,3,2,2,3,2,1,2,1,1,1,1,1,1,3,1,2,1,2,1,0,2,2,3,1
443,0,1,4,4,1,0,1,0,0,0,0,0,0,1,0,0,2,3,2,3,3,2,3,2,2,2,2,3,2,1,2,1,1,1,1,1,1,3,1,2,1,2,1,0,1,2,2,0
444,0,0,4,4,1,0,1,0,0,0,0,0,0,1,0,0,2,3,2,3,3,2,2,2,2,2,2,3,2,1,2,1,1,1,1,1,1,3,1,2,1,2,1,0,3,2,2,0
445,0,0,4,4,0,1,1,1,0,0,0,0,0,1,0,0,2,3,2,3,3,3,3,3,2,2,2,3,2,1,2,1,1,1,1,1,1,3,1,2,1,2,1,0,3,2,2,1
452,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,4,3,3,3,3,3,3,3,3,3,3,1,1,4,4,3,3,1,1,4,2,3,4,4,4,3,1,2,2,3,1
464,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,4,3,3,3,2,3,3,3,4,3,2,0,0,3,3,3,3,0,1,3,0,3,2,4,4,0,1,3,3,3,1
467,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,4,3,3,3,4,4,3,4,3,3,2,0,0,3,3,3,3,0,1,3,0,3,2,4,4,0,1,2,3,3,1
469,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,3,3,3,2,3,3,3,3,2,2,0,0,3,3,3,3,0,1,3,0,3,2,4,4,0,1,3,3,2,0
477,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,4,3,3,3,2,3,4,3,3,2,2,0,0,3,3,3,3,0,1,3,0,3,2,4,4,0,1,2,3,2,0
479,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,4,4,4,4,2,3,4,3,4,3,4,3,1,2,2,1,0,2,4,4,3,2,4,3,4,2,0,2,3,3,0
481,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,4,4,4,4,3,4,3,4,4,3,4,3,1,2,2,1,0,2,4,4,3,2,4,3,4,2,0,3,3,4,1
484,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,4,4,4,4,2,3,3,3,4,2,4,3,1,2,2,1,0,2,4,4,3,2,4,3,4,2,0,3,3,3,0
488,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,2,4,4,4,4,2,4,4,3,3,3,4,3,1,2,2,1,0,2,4,4,3,2,4,3,4,2,0,2,3,3,0
490,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,2,4,4,4,4,3,3,3,4,4,3,4,3,1,2,2,1,0,2,4,4,3,2,4,3,4,2,0,3,3,3,1
491,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,4,4,4,4,2,4,4,3,4,3,4,3,1,2,2,1,0,2,4,4,3,2,4,3,4,2,0,2,3,3,1
495,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,2,1,3,4,4,4,3,0,0,4,4,2,2,0,0,3,2,3,3,3,2,4,4,1,2,1,4,1
502,0,0,4,4,1,0,1,1,0,0,0,0,0,0,0,0,2,4,4,4,4,3,3,3,3,3,0,1,1,2,4,4,4,4,0,2,4,4,4,4,4,4,4,4,2,4,2,0
504,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,3,4,4,4,4,4,1,1,2,4,4,4,4,0,2,4,4,4,4,4,4,4,4,2,4,4,1
505,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4,3,3,3,1,1,2,4,4,4,4,0,2,4,4,4,4,4,4,4,4,1,4,3,1
507,0,0,4,4,1,0,0,1,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4,4,4,4,1,1,2,4,4,4,4,0,2,4,4,4,4,4,4,4,4,1,4,3,1
512,1,0,1,4,2,0,0,0,0,0,0,0,1,0,0,0,3,4,4,4,4,0,4,4,0,3,0,1,0,4,4,2,2,1,0,2,2,0,4,3,2,4,2,2,1,1,1,0
517,1,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,3,4,3,4,3,3,3,3,3,3,2,0,0,2,4,4,4,2,0,2,4,2,4,4,3,4,3,3,2,2,3,1
520,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,3,3,3,3,3,2,0,0,2,4,4,4,2,0,2,4,2,4,4,3,4,3,3,3,2,2,0
521,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,3,4,3,4,3,2,2,3,3,4,1,0,0,2,4,4,4,2,0,2,4,2,4,4,3,4,3,3,1,2,1,0
528,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4,4,4,4,4,3,3,3,3,4,3,3,2,3,3,2,2,3,3,3,3,1,0,4,3,4,4,0,2,2,3,0
536,1,0,2,1,2,0,0,0,0,0,0,1,1,0,0,0,3,3,2,4,4,2,2,2,1,3,2,3,3,3,3,3,3,4,2,1,3,3,3,3,4,4,3,2,2,1,2,1
541,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,3,4,4,3,4,2,3,3,3,3,2,3,2,3,3,3,3,3,3,4,3,3,3,4,3,3,4,2,1,3,2,0
542,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,3,4,4,3,4,3,3,3,3,3,2,3,2,3,3,3,3,3,3,4,3,3,3,4,3,3,4,2,4,3,2,0
545,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,4,2,3,3,2,3,2,3,2,3,3,3,3,3,3,4,3,3,3,4,3,3,4,2,1,3,2,0
546,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,4,3,3,3,3,2,3,3,2,3,3,3,3,3,3,4,3,3,3,4,3,3,4,2,3,3,2,0
562,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,3,2,3,3,3,2,3,3,3,3,4,4,2,3,2,2,1,1,1,2,2,1,4,4,4,0,0,1,2,2,1
