,age,age_o,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_parter,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
178,0,1,0,2,0,0,1,1,0,0,0,0,0,0,1,0,2,2,3,3,3,0,1,2,1,1,1,3,2,3,3,3,2,3,3,3,3,2,2,2,2,3,3,3,1,2,1,0
180,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,2,2,3,3,3,0,1,3,0,1,0,3,2,3,3,3,2,3,3,3,3,2,2,2,2,3,3,3,1,2,0,0
183,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,2,2,3,3,3,2,2,2,1,1,1,3,2,3,3,3,2,3,3,3,3,2,2,2,2,3,3,3,2,2,1,0
193,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,3,3,4,3,3,2,4,3,2,2,1,2,2,3,3,1,1,0,0,3,3,2,3,3,3,4,2,1,1,1,3,0
200,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,1,2,3,1,3,2,2,2,3,3,1,1,0,0,3,3,2,3,3,3,4,2,1,3,1,2,0
201,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,3,4,3,3,3,3,3,3,3,3,2,2,3,3,1,1,0,0,3,3,2,3,3,3,4,2,1,3,1,3,1
205,0,1,1,3,1,0,1,0,0,0,1,0,0,0,0,0,3,3,4,3,4,1,2,3,1,2,1,1,1,3,4,3,3,3,0,2,2,3,3,3,2,3,4,2,1,2,2,0
212,0,0,1,3,0,1,1,0,0,0,1,0,0,0,0,0,3,3,4,3,4,4,3,3,4,4,3,1,1,3,4,3,3,3,0,2,2,3,3,3,2,3,4,2,1,2,4,1
213,1,0,0,0,1,1,1,0,0,0,2,0,2,0,0,0,3,2,4,4,3,2,3,3,2,4,2,1,0,2,4,2,2,0,0,1,4,2,2,3,2,3,4,4,2,1,2,0
242,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,3,3,3,3,3,2,1,1,1,0,0,3,2,2,3,1,1,2,1,3,3,2,4,4,3,3,3,3,3,2,1,0
251,0,0,4,3,0,1,0,0,0,0,0,1,1,1,0,0,3,4,4,4,3,3,3,4,4,3,4,4,3,4,3,3,3,2,2,4,3,4,3,3,3,3,3,1,2,3,3,1
263,0,0,3,3,0,1,0,0,0,0,0,1,0,0,0,0,3,3,3,3,2,0,2,1,1,1,0,2,0,1,2,3,3,3,0,1,4,0,4,2,2,3,2,0,3,2,1,0
270,0,1,3,3,1,0,0,0,0,0,0,1,0,0,0,0,3,3,3,3,2,1,1,2,1,2,0,2,0,1,2,3,3,3,0,1,4,0,4,2,2,3,2,0,4,2,1,0
283,0,0,3,0,1,0,1,0,0,0,2,0,0,0,0,0,3,0,3,3,3,0,3,4,1,4,1,3,0,3,4,0,0,3,1,3,0,3,3,4,4,4,4,0,2,0,2,0
286,0,1,3,0,1,0,1,0,0,0,2,0,0,0,0,0,3,0,3,3,3,2,2,3,1,3,1,3,0,3,4,0,0,3,1,3,0,3,3,4,4,4,4,0,2,0,1,0
297,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,2,4,2,3,3,1,3,3,1,2,0,1,0,1,4,4,3,3,0,2,4,4,4,4,4,4,4,0,2,0,0,0
307,0,0,4,2,1,0,0,0,0,0,1,0,1,0,0,0,1,4,3,4,2,3,2,1,1,3,1,1,4,1,3,3,3,2,3,4,3,2,2,3,3,4,1,0,2,1,0,0
311,0,1,4,2,0,0,1,1,0,0,1,0,1,0,0,0,1,4,3,4,2,1,2,3,3,2,1,1,4,1,3,3,3,2,3,4,3,2,2,3,3,4,1,0,2,1,0,0
323,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,3,1,3,0,2,2,3,2,2,0,3,4,2,2,3,3,0,2,2,4,2,3,1,2,2,0,0,2,1,2,1
343,0,1,1,1,2,0,2,0,0,0,1,0,1,1,0,0,3,4,3,4,4,3,2,2,3,3,3,4,0,3,3,3,3,4,2,3,3,0,3,1,3,0,2,3,2,3,4,1
348,0,0,1,1,2,0,0,0,0,0,1,0,1,1,0,0,3,4,3,4,4,3,2,2,3,2,2,4,0,3,3,3,3,4,2,3,3,0,3,1,3,0,2,3,2,3,3,1
352,1,0,2,2,0,0,1,0,0,0,1,0,1,0,0,0,3,3,2,3,3,3,3,3,2,2,2,4,3,1,2,3,2,2,3,2,2,3,2,3,2,2,2,1,2,3,3,1
353,1,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,3,3,2,3,3,3,2,2,3,2,2,4,3,1,2,3,2,2,3,2,2,3,2,3,2,2,2,1,2,3,3,1
354,1,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,3,3,2,3,3,3,2,3,3,2,3,4,3,1,2,3,2,2,3,2,2,3,2,3,2,2,2,1,2,3,3,1
367,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,3,2,3,3,2,3,4,3,4,3,4,3,2,2,3,3,3,1,3,3,1,1,2,2,2,0,3,3,3,3,0
369,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3,3,2,3,3,2,3,4,3,3,4,4,3,2,2,3,3,3,1,3,3,1,1,2,2,2,0,3,1,3,3,0
380,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3,4,4,1,4,2,2,2,2,3,2,3,0,3,3,2,1,3,1,3,1,2,3,3,3,0,0,2,3,2,1
425,0,0,2,4,1,0,0,0,0,0,1,0,1,0,0,0,2,3,0,4,0,3,3,3,1,2,2,2,2,3,1,1,1,2,2,1,2,3,0,2,0,0,0,0,1,1,2,1
430,0,0,2,4,0,1,0,0,0,0,1,0,1,0,0,0,2,3,0,4,0,2,2,3,2,2,0,2,2,3,1,1,1,2,2,1,2,3,0,2,0,0,0,0,1,1,2,1
433,0,0,4,4,0,0,0,0,0,0,0,0,0,1,0,0,2,3,2,3,3,2,2,3,2,3,2,3,2,1,2,1,1,1,1,1,1,3,1,2,1,2,1,0,4,2,2,0
443,0,1,4,4,1,0,1,0,0,0,0,0,0,1,0,0,2,3,2,3,3,2,3,2,2,2,2,3,2,1,2,1,1,1,1,1,1,3,1,2,1,2,1,0,1,2,2,0
469,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,3,3,3,2,3,3,3,3,2,2,0,0,3,3,3,3,0,1,3,0,3,2,4,4,0,1,3,3,2,0
484,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,4,4,4,4,2,3,3,3,4,2,4,3,1,2,2,1,0,2,4,4,3,2,4,3,4,2,0,3,3,3,0
495,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,2,1,3,4,4,4,3,0,0,4,4,2,2,0,0,3,2,3,3,3,2,4,4,1,2,1,4,1
512,1,0,1,4,2,0,0,0,0,0,0,0,1,0,0,0,3,4,4,4,4,0,4,4,0,3,0,1,0,4,4,2,2,1,0,2,2,0,4,3,2,4,2,2,1,1,1,0
546,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,4,3,3,3,3,2,3,3,2,3,3,3,3,3,3,4,3,3,3,4,3,3,4,2,3,3,2,0
562,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,3,2,3,3,3,2,3,3,3,3,4,4,2,3,2,2,1,1,1,2,2,1,4,4,4,0,0,1,2,2,1
565,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,4,2,3,3,2,2,2,3,2,0,4,3,2,2,1,0,0,1,4,3,0,1,3,2,3,0,0,1,1,2,0
566,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,3,4,2,3,2,3,3,3,2,4,1,4,2,3,2,3,2,2,3,1,3,3,2,3,2,2,2,1,3,1
574,0,0,2,3,0,0,0,0,0,0,2,0,0,0,0,0,2,3,3,4,4,4,3,3,4,4,2,4,4,2,1,1,1,3,2,3,3,3,1,4,2,3,0,0,1,4,3,1
578,0,1,2,3,0,1,1,0,0,0,2,0,0,0,0,0,2,3,3,4,4,3,3,4,3,3,2,4,4,2,1,1,1,3,2,3,3,3,1,4,2,3,0,0,2,4,2,0
599,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,2,2,3,2,2,2,3,0,3,3,3,3,3,2,4,3,3,2,3,2,3,2,2,2,2,2,1
600,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,2,3,2,3,2,2,3,0,3,3,3,3,3,2,4,3,3,2,3,2,3,2,2,3,2,2,1
613,0,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,3,3,3,3,3,3,0,1,0,4,4,4,0,0,3,1,1,4,4,3,3,1,1,4,2,3,0
616,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,2,2,2,2,2,2,0,1,0,4,4,4,0,0,3,1,1,4,4,3,3,1,1,2,2,2,0
630,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,3,3,3,3,3,2,4,3,3,4,3,3,1,3,2,2,1,1,0,2,4,4,3,3,3,3,4,0,2,3,3,0
634,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,4,4,3,4,2,2,0,3,4,4,3,3,0,3,3,3,4,4,3,3,3,1,3,2,3,0
635,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,1,3,3,2,3,2,2,0,3,4,4,3,3,0,3,3,3,4,4,3,3,3,1,1,2,2,0
663,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,2,4,4,3,3,3,2,2,2,3,4,4,4,0,3,3,2,3,3,3,4,2,3,4,3,3,0
668,2,1,0,2,0,1,1,0,0,0,0,1,0,0,0,0,2,4,4,2,2,1,3,3,1,2,1,2,0,1,2,3,3,1,0,2,3,1,3,3,3,3,1,3,3,2,1,0
691,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,3,4,3,3,2,2,2,4,2,2,2,3,0,4,4,4,4,1,0,4,4,0,4,4,4,4,2,2,4,3,2,0
696,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,3,4,4,3,4,3,3,3,2,2,2,0,1,1,4,3,2,3,1,3,3,1,2,3,2,3,2,1,3,1,3,1
705,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,3,4,4,3,4,2,1,2,0,2,0,0,1,1,4,3,2,3,1,3,3,1,2,3,2,3,2,1,3,1,1,0
710,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,4,4,4,1,2,3,2,2,2,1,0,0,0,1,3,3,0,0,2,1,3,2,4,4,4,0,0,1,2,2,0
733,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,4,4,4,4,3,3,3,4,3,3,3,3,2,2,4,3,4,4,3,4,4,1,2,2,4,0
736,1,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,3,4,3,4,4,3,4,4,3,4,2,0,0,0,4,3,3,3,3,4,3,0,4,3,3,4,1,0,1,2,0,0
746,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,3,4,3,4,4,3,4,4,3,3,2,0,0,0,4,3,3,3,3,4,3,0,4,3,3,4,1,0,3,2,3,0
747,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,4,3,4,4,3,4,4,4,3,2,0,0,0,4,3,3,3,3,4,3,0,4,3,3,4,1,0,3,2,3,0
760,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,2,3,2,3,3,2,2,1,2,3,4,2,2,3,4,2,1,0,4,2,3,3,3,2,1,0,3,2,3,1
769,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,3,3,3,2,3,2,3,0,3,4,4,4,4,0,4,4,1,4,4,3,4,2,4,2,2,2,0
775,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,2,3,3,3,3,2,3,0,3,4,4,4,4,0,4,4,1,4,4,3,4,2,4,3,2,2,0
795,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,1,2,2,2,2,1,4,4,2,2,1,1,0,2,1,3,4,2,4,3,4,1,1,1,2,1,0
797,0,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,3,4,3,4,3,2,3,2,2,2,1,4,4,2,2,1,1,0,2,1,3,4,2,4,3,4,1,1,2,2,2,0
822,1,0,3,4,0,0,0,0,0,0,0,1,1,0,0,0,3,3,3,4,2,1,3,3,3,2,1,2,1,2,3,2,2,0,0,1,2,2,3,3,1,3,2,0,3,2,2,0
828,1,1,3,4,0,1,0,0,0,0,0,1,1,0,0,0,3,3,3,4,2,3,4,4,4,3,4,2,1,2,3,2,2,0,0,1,2,2,3,3,1,3,2,0,3,2,3,0
854,1,1,0,2,0,0,0,1,0,0,1,0,1,0,0,0,3,2,3,4,4,3,3,3,2,2,2,4,4,4,4,1,1,3,0,2,2,1,1,4,1,2,2,0,2,2,2,1
867,0,0,3,4,0,1,0,0,0,0,1,0,0,0,0,0,3,3,3,4,4,2,3,3,2,2,2,3,3,3,3,2,1,3,2,3,3,3,2,3,3,3,2,1,2,2,2,0
885,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,4,0,3,4,4,2,4,3,0,1,0,4,2,2,1,4,0,4,3,3,4,0,3,2,1,3,2,4,1
913,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,4,3,4,3,3,4,3,3,3,2,0,0,0,4,4,4,0,0,0,4,2,3,4,4,4,2,1,3,2,3,1
915,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,4,3,4,3,3,4,3,3,3,2,0,0,0,4,4,4,0,0,0,4,2,3,4,4,4,2,1,4,2,3,1
919,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,4,3,4,3,3,4,3,3,3,3,0,0,0,4,4,4,0,0,0,4,2,3,4,4,4,2,1,4,2,3,1
927,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,3,3,2,2,3,2,4,2,1,1,3,3,3,4,3,0,1,3,2,3,4,3,3,1,2,4,2,1,0
947,0,0,1,3,1,0,0,0,0,0,0,0,1,1,0,0,3,4,4,3,4,2,4,4,3,3,1,2,1,3,4,4,3,3,0,2,3,3,4,4,4,4,4,3,2,3,2,1
948,0,0,1,3,1,0,0,0,0,0,0,0,1,1,0,0,3,4,4,3,4,1,4,3,1,2,0,2,1,3,4,4,3,3,0,2,3,3,4,4,4,4,4,3,3,3,1,0
962,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,3,4,3,4,4,3,3,3,2,2,1,2,1,1,4,4,4,2,1,3,4,4,4,4,4,4,4,3,1,3,2,0
977,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2,3,3,3,4,3,3,2,2,3,0,2,1,1,3,3,2,1,0,2,4,2,4,4,2,3,1,2,3,1,2,0
978,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,4,4,3,4,3,4,4,3,3,3,0,0,2,4,2,4,2,1,3,3,3,4,4,4,4,4,1,2,0,4,1
981,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,4,3,4,2,4,4,3,3,1,0,0,2,4,2,4,2,1,3,3,3,4,4,4,4,4,1,4,0,3,1
995,0,0,1,2,0,0,1,1,0,0,2,0,0,0,0,0,3,3,3,3,3,2,2,2,1,1,2,4,4,3,3,1,0,2,2,2,0,3,0,3,3,3,3,2,1,2,1,0
998,0,0,1,2,0,0,1,1,0,0,2,0,0,0,0,0,3,3,3,3,3,2,2,2,1,1,2,4,4,3,3,1,0,2,2,2,0,3,0,3,3,3,3,2,1,2,1,0
1000,0,0,1,2,0,0,1,1,0,0,2,0,0,0,0,0,3,3,3,3,3,4,2,3,2,3,1,4,4,3,3,1,0,2,2,2,0,3,0,3,3,3,3,2,1,2,2,0
1018,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,4,2,4,4,4,1,2,2,2,1,0,1,0,4,4,4,4,0,0,4,4,0,4,4,4,4,4,3,4,2,1,0
1020,0,0,3,2,0,0,1,1,0,0,1,1,0,0,0,0,4,4,4,4,4,2,3,4,4,3,2,4,3,3,3,3,3,2,0,3,4,2,3,3,4,4,2,3,3,2,3,1
1027,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,3,3,4,4,3,4,3,4,4,3,4,4,3,3,3,2,1,2,2,2,0,3,0,2,3,3,2,4,1,0,4,1
1060,0,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,2,1,2,4,3,2,3,3,0,0,0,3,1,3,3,2,3,2,2,3,2,3,2,2,1,3,3,1,1,3,3,0
1061,0,0,3,0,2,0,0,1,0,0,0,0,1,1,0,0,2,1,2,4,3,3,2,2,2,2,2,3,1,3,3,2,3,2,2,3,2,3,2,2,1,3,3,1,2,3,2,0
1068,0,1,3,0,2,0,1,0,0,0,0,0,1,1,0,0,2,1,2,4,3,3,2,3,3,3,4,3,1,3,3,2,3,2,2,3,2,3,2,2,1,3,3,1,2,3,4,1
1084,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,1,4,4,4,4,4,4,3,3,0,4,2,2,1,3,3,2,3,4,3,4,4,3,0,2,1,4,1
1125,0,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,2,4,3,4,4,2,3,3,3,3,2,4,3,4,2,2,2,0,0,1,3,4,1,3,1,3,2,0,3,2,2,0
1141,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,2,2,3,2,2,4,1,4,3,3,1,2,2,3,2,1,4,4,2,1,2,0,3,3,3,0
1147,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,2,3,3,3,3,3,2,2,3,3,1,1,0,0,3,3,2,3,3,3,4,2,1,3,1,3,0
1156,1,1,1,3,1,0,0,1,0,0,1,0,1,0,0,0,2,3,2,3,3,0,2,3,1,2,0,1,2,4,3,3,2,2,3,2,4,4,3,3,2,2,3,4,3,1,2,0
1158,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,3,3,3,3,3,1,1,2,2,3,1,3,2,2,3,1,1,2,1,3,3,2,4,4,3,3,3,3,4,2,2,0
1164,0,1,3,3,1,0,0,1,0,0,0,1,0,0,0,0,3,3,3,3,2,0,0,0,0,3,0,2,0,1,2,3,3,3,0,1,4,0,4,2,2,3,2,0,1,2,0,0
1165,0,0,3,3,0,1,0,0,0,0,0,1,0,0,0,0,3,3,3,3,2,0,0,1,0,2,0,2,0,1,2,3,3,3,0,1,4,0,4,2,2,3,2,0,3,2,0,0
1172,1,0,2,3,0,1,1,0,0,0,0,0,1,1,0,0,3,3,3,4,2,2,3,2,3,1,2,2,1,2,4,4,3,3,2,3,2,2,4,3,3,3,1,4,1,3,1,1
1174,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,3,0,3,3,3,3,3,4,3,3,3,3,0,3,4,0,0,3,1,3,0,3,3,4,4,4,4,0,2,0,3,0
1179,0,0,4,2,0,1,0,0,0,0,1,0,1,0,0,0,1,4,3,4,2,2,2,1,1,1,1,1,4,1,3,3,3,2,3,4,3,2,2,3,3,4,1,0,2,1,0,0
1185,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,3,1,3,0,2,2,2,1,3,0,3,4,2,2,3,3,0,2,2,4,2,3,1,2,2,0,0,1,1,2,0
1189,1,1,2,2,0,0,0,0,0,0,1,0,1,0,0,0,3,3,2,3,3,2,2,2,2,2,2,4,3,1,2,3,2,2,3,2,2,3,2,3,2,2,2,1,2,3,2,1
1199,0,1,2,4,0,0,0,0,0,0,1,0,1,0,0,0,2,3,0,4,0,3,2,3,2,2,2,2,2,3,1,1,1,2,2,1,2,3,0,2,0,0,0,0,2,1,2,1
1215,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,4,3,4,3,2,3,3,3,3,1,0,0,2,4,4,4,2,0,2,4,2,4,4,3,4,3,3,3,2,2,0
1219,0,1,0,1,0,0,0,0,1,0,0,0,2,1,0,0,2,3,4,3,3,0,3,3,2,1,0,2,1,3,2,4,3,2,0,0,4,0,3,4,1,2,2,0,2,2,2,1
1243,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,3,4,4,3,3,3,2,2,3,2,2,3,1,2,4,4,4,4,2,3,4,0,4,4,3,3,1,2,3,4,2,0
1255,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,4,4,2,3,2,3,0,4,4,4,4,3,1,2,2,2,3,3,4,4,3,4,2,2,3,1
1267,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,4,1,3,3,0,2,4,0,4,0,2,0,3,3,4,2,4,0,1,4,1,4,4,4,3,2,4,3,3,3,0
1294,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,1,3,3,3,2,2,2,0,0,0,1,3,3,0,0,2,1,3,2,4,4,4,0,0,2,2,2,0
1307,0,0,3,4,1,0,1,1,0,0,0,0,0,0,0,0,4,4,4,4,4,0,2,3,3,4,1,4,2,4,3,3,3,3,1,4,4,2,3,4,4,4,3,4,3,1,0,0
1330,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,3,3,3,1,3,2,3,0,3,4,4,4,4,0,4,4,1,4,4,3,4,2,4,3,2,3,1
1340,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,3,3,3,3,3,2,3,2,3,2,1,0,2,4,3,2,3,3,3,3,2,3,3,2,2,3,2,2,2,3,0
1344,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,2,1,0,2,4,3,2,3,3,3,3,2,3,3,2,2,3,2,1,2,3,0
1345,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,1,0,2,4,3,2,3,3,3,3,2,3,3,2,2,3,2,3,2,3,0
1362,1,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,3,2,3,2,2,3,3,3,3,3,3,2,3,3,1,1,1,2,0,2,3,1,0,3,1,3,1,2,2,2,2,0
1366,1,1,1,0,0,1,0,0,0,0,2,0,0,1,0,0,3,2,3,2,2,2,2,2,2,3,1,2,3,3,1,1,1,2,0,2,3,1,0,3,1,3,1,2,2,2,2,0
1387,0,0,3,4,0,1,0,0,0,0,1,0,0,0,0,0,3,3,3,4,4,2,3,2,2,2,2,3,3,3,3,2,1,3,2,3,3,3,2,3,3,3,2,1,3,2,2,0
1430,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,2,4,3,4,3,4,4,3,3,3,2,0,0,0,4,4,4,0,0,0,4,2,3,4,4,4,2,1,4,2,3,1
1444,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,2,2,2,3,2,2,1,4,4,3,4,4,4,4,0,2,4,2,3,4,3,2,1,2,2,4,1,0
1450,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,4,3,2,3,3,2,2,3,1,1,2,3,1,1,1,1,2,0,2,3,3,2,3,2,4,0,0,3,2,2,1
1463,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,3,4,4,4,4,3,1,2,1,0,2,2,3,4,3,3,2,2,3,3,2,4,4,4,3,3,3,4,2,3,1
1478,0,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,2,2,2,3,2,2,3,3,2,3,4,3,4,1,1,2,1,3,3,4,4,3,2,2,2,2,0
1487,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,3,3,3,3,3,2,2,0,3,3,1,1,0,2,3,1,3,0,4,4,4,3,1,2,3,3,1
